state,percentile,income
W.P. Kuala Lumpur,35,8896
W.P. Kuala Lumpur,36,9042
W.P. Kuala Lumpur,37,9174
W.P. Kuala Lumpur,38,9280
W.P. Kuala Lumpur,39,9396
W.P. Kuala Lumpur,40,9540
W.P. Kuala Lumpur,41,9689
W.P. Kuala Lumpur,42,9807
W.P. Kuala Lumpur,43,9948
W.P. Kuala Lumpur,44,10076
W.P. Kuala Lumpur,45,10188
W.P. Kuala Lumpur,46,10281
W.P. Kuala Lumpur,47,10419
W.P. Kuala Lumpur,48,10517
W.P. Kuala Lumpur,49,10634
W.P. Kuala Lumpur,50,10742
W.P. Kuala Lumpur,51,10861
W.P. Kuala Lumpur,52,10993
W.P. Kuala Lumpur,53,11127
W.P. Kuala Lumpur,54,11305
W.P. Kuala Lumpur,55,11467
W.P. Kuala Lumpur,56,11623
W.P. Kuala Lumpur,57,11838
W.P. Kuala Lumpur,58,11953
W.P. Kuala Lumpur,59,12112
W.P. Kuala Lumpur,60,12215
W.P. Kuala Lumpur,61,12347
W.P. Kuala Lumpur,62,12477
W.P. Kuala Lumpur,63,12601
W.P. Kuala Lumpur,64,12720
W.P. Kuala Lumpur,65,12841
W.P. Kuala Lumpur,66,13333
W.P. Kuala Lumpur,67,13617
W.P. Kuala Lumpur,68,13876
W.P. Kuala Lumpur,69,14112
W.P. Kuala Lumpur,70,14365
W.P. Kuala Lumpur,71,14630
W.P. Kuala Lumpur,72,14795
W.P. Kuala Lumpur,73,15004
W.P. Kuala Lumpur,74,15192
W.P. Kuala Lumpur,75,15430
W.P. Kuala Lumpur,76,15621
W.P. Kuala Lumpur,77,15872
W.P. Kuala Lumpur,78,16166
W.P. Kuala Lumpur,79,16476
W.P. Kuala Lumpur,80,16754
W.P. Kuala Lumpur,81,17163
W.P. Kuala Lumpur,82,17544
W.P. Kuala Lumpur,83,17985
W.P. Kuala Lumpur,84,18554
W.P. Kuala Lumpur,85,19192
W.P. Kuala Lumpur,86,19710
W.P. Kuala Lumpur,87,20591
W.P. Kuala Lumpur,88,21409
W.P. Kuala Lumpur,89,22358
W.P. Kuala Lumpur,90,23661
W.P. Kuala Lumpur,91,24959
W.P. Kuala Lumpur,92,25936
W.P. Kuala Lumpur,93,27125
W.P. Kuala Lumpur,94,28908
W.P. Kuala Lumpur,95,30994
W.P. Labuan,1,1470
W.P. Labuan,2,1825
W.P. Labuan,3,2015
W.P. Labuan,4,2232
W.P. Labuan,5,2459
W.P. Labuan,6,2533
W.P. Labuan,7,2657
W.P. Labuan,8,2767
W.P. Labuan,9,2981
W.P. Labuan,10,3170
W.P. Labuan,11,3350
W.P. Labuan,12,3580
W.P. Labuan,13,3634
W.P. Labuan,14,3678
W.P. Labuan,15,3857
W.P. Labuan,16,3905
W.P. Labuan,17,3939
W.P. Labuan,18,4053
W.P. Labuan,19,4220
W.P. Labuan,20,4397
W.P. Labuan,21,4432
W.P. Labuan,22,4552
W.P. Labuan,23,4646
W.P. Labuan,24,4763
W.P. Labuan,25,4834
W.P. Labuan,26,4871
W.P. Labuan,27,4971
W.P. Labuan,28,5046
W.P. Labuan,29,5119
W.P. Labuan,30,5224
W.P. Labuan,31,5344
W.P. Labuan,32,5412
W.P. Labuan,33,5518
W.P. Labuan,34,5587
W.P. Labuan,35,5702
W.P. Labuan,36,5811
W.P. Labuan,37,5984
W.P. Labuan,38,6102
W.P. Labuan,39,6171
W.P. Labuan,40,6295
W.P. Labuan,41,6358
W.P. Labuan,42,6503
W.P. Labuan,43,6551
W.P. Labuan,44,6728
W.P. Labuan,45,6782
W.P. Labuan,46,7005
W.P. Labuan,47,7218
W.P. Labuan,48,7276
W.P. Labuan,49,7318
W.P. Labuan,50,7339
W.P. Labuan,51,7413
W.P. Labuan,52,7514
W.P. Labuan,53,7565
W.P. Labuan,54,7656
W.P. Labuan,55,7683
W.P. Labuan,56,7795
W.P. Labuan,57,7856
W.P. Labuan,58,7901
W.P. Labuan,59,7943
W.P. Labuan,60,8012
W.P. Labuan,61,8136
W.P. Labuan,62,8493
W.P. Labuan,63,8790
W.P. Labuan,64,8898
W.P. Labuan,65,9065
W.P. Labuan,66,9236
W.P. Labuan,67,9472
W.P. Labuan,68,9552
W.P. Labuan,69,9578
W.P. Labuan,70,9747
W.P. Labuan,71,9916
W.P. Labuan,72,10115
W.P. Labuan,73,10374
W.P. Labuan,74,10642
W.P. Labuan,75,10720
W.P. Labuan,76,10857
W.P. Labuan,77,10990
W.P. Labuan,78,11280
W.P. Labuan,79,11436
W.P. Labuan,80,11595
W.P. Labuan,81,11860
W.P. Labuan,82,11912
W.P. Labuan,83,12049
W.P. Labuan,84,12375
W.P. Labuan,85,13133
W.P. Labuan,86,13396
W.P. Labuan,87,13577
W.P. Labuan,88,13995
W.P. Labuan,89,14372
W.P. Labuan,90,14603
W.P. Labuan,91,15028
W.P. Labuan,92,15774
W.P. Labuan,93,16460
W.P. Labuan,94,17115
W.P. Labuan,95,17815
W.P. Putrajaya,1,3654
W.P. Putrajaya,2,4119
W.P. Putrajaya,3,4304
W.P. Putrajaya,4,4482
W.P. Putrajaya,5,4609
W.P. Putrajaya,6,4828
W.P. Putrajaya,7,4880
W.P. Putrajaya,8,5019
W.P. Putrajaya,9,5144
W.P. Putrajaya,10,5218
W.P. Putrajaya,11,5300
W.P. Putrajaya,12,5526
W.P. Putrajaya,13,5798
W.P. Putrajaya,14,5838
W.P. Putrajaya,15,5934
W.P. Putrajaya,16,6092
W.P. Putrajaya,17,6426
W.P. Putrajaya,18,6546
W.P. Putrajaya,19,6704
W.P. Putrajaya,20,6776
W.P. Putrajaya,21,6900
W.P. Putrajaya,22,7019
W.P. Putrajaya,23,7249
W.P. Putrajaya,24,7428
W.P. Putrajaya,25,7579
W.P. Putrajaya,26,7759
W.P. Putrajaya,27,7948
W.P. Putrajaya,28,8052
W.P. Putrajaya,29,8282
W.P. Putrajaya,30,8421
W.P. Putrajaya,31,8679
W.P. Putrajaya,32,8802
W.P. Putrajaya,33,8877
W.P. Putrajaya,34,8967
W.P. Putrajaya,35,9033
W.P. Putrajaya,36,9120
W.P. Putrajaya,37,9244
W.P. Putrajaya,38,9365
W.P. Putrajaya,39,9461
W.P. Putrajaya,40,9548
W.P. Putrajaya,41,9685
W.P. Putrajaya,42,9819
W.P. Putrajaya,43,10006
W.P. Putrajaya,44,10167
W.P. Putrajaya,45,10345
W.P. Putrajaya,46,10490
W.P. Putrajaya,47,10575
W.P. Putrajaya,48,10628
W.P. Putrajaya,49,10659
W.P. Putrajaya,50,10754
W.P. Putrajaya,51,10866
W.P. Putrajaya,52,10993
W.P. Putrajaya,53,11463
W.P. Putrajaya,54,11661
W.P. Putrajaya,55,11723
W.P. Putrajaya,56,11942
W.P. Putrajaya,57,12079
W.P. Putrajaya,58,12828
W.P. Putrajaya,59,13587
W.P. Putrajaya,60,13767
W.P. Putrajaya,61,13936
W.P. Putrajaya,62,14382
W.P. Putrajaya,63,14933
W.P. Putrajaya,64,15116
W.P. Putrajaya,65,15291
W.P. Putrajaya,66,15533
W.P. Putrajaya,67,15791
W.P. Putrajaya,68,16175
W.P. Putrajaya,69,16527
W.P. Putrajaya,70,16987
W.P. Putrajaya,71,17324
W.P. Putrajaya,72,17819
W.P. Putrajaya,73,18190
W.P. Putrajaya,74,18300
W.P. Putrajaya,75,18350
W.P. Putrajaya,76,18430
W.P. Putrajaya,77,18491
W.P. Putrajaya,78,18566
W.P. Putrajaya,79,18673
W.P. Putrajaya,80,18974
W.P. Putrajaya,81,19179
W.P. Putrajaya,82,20042
W.P. Putrajaya,83,20510
W.P. Putrajaya,84,20902
W.P. Putrajaya,85,21243
W.P. Putrajaya,86,21853
W.P. Putrajaya,87,22837
W.P. Putrajaya,88,23273
W.P. Putrajaya,89,24138
W.P. Putrajaya,90,24489
W.P. Putrajaya,91,25230
W.P. Putrajaya,92,26067
W.P. Putrajaya,93,26897
W.P. Putrajaya,94,27532
W.P. Putrajaya,95,29290
